FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,13,0,5,2,5
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,28,0,10,82,10
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,5,0,1,93,1
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,13,0,5,2,5
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,3,0,1,16,1
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,14,0,5,41,5
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,4,0,1,55,1
2311,3,244,ARE,3,BOG,8,9,169,1,198,1,8,2,8,11,U,3,0,1,16,1
2311,3,244,ARE,3,BOG,11,1,211,1,104,2,8,2,5,11,U,3,0,61,0,59
2311,3,244,ARE,3,BOG,11,3,23,1,198,1,8,2,11,11,U,194,0,29,14,28
2311,3,244,ARE,3,BOG,11,3,23,1,198,1,8,2,11,11,U,41,0,7,75,7
2311,3,244,ARE,3,BOG,11,3,23,1,104,2,8,2,13,11,U,3,0,47,47,36
2311,3,244,ARE,3,BOG,11,3,23,1,104,2,8,2,13,11,U,3,0,47,52,36
2311,3,244,ARE,3,BOG,11,3,23,1,198,2,8,2,11,11,U,2,0,17,0,10
2311,3,244,ARE,3,BOG,11,3,253,1,198,1,8,1,11,11,U,2050,0,192,0,185
2311,3,244,ARE,3,BOG,11,3,253,1,198,1,8,2,11,11,U,1140,0,33,0,28
2311,3,244,ARE,3,BOG,11,3,253,1,198,2,8,2,11,11,U,300,0,24,0,17
2311,3,244,ARE,3,BOG,11,3,253,1,198,2,8,2,11,11,U,70,0,11,0,9
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,6,1,11,11,U,1500,0,50,37,49
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,6,1,11,11,U,19550,0,796,42,780
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,6,1,11,11,U,8000,0,76,57,75
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,6,1,11,11,U,4340,0,351,62,342
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,1,11,11,U,10114,0,548,0,479
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,1,11,11,U,13250,0,444,3,409
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,1,11,11,U,210150,0,6500,96,5988
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,11,11,U,9000,0,1058,0,928
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,11,11,U,16,0,6,82,6
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,11,11,U,13788,0,7709,72,6778
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,11,11,U,2116,0,1832,44,1611
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,15,53,C/T,121,97,0,2,0
2311,3,244,ARE,3,BOG,11,3,573,1,198,1,8,2,11,33,KG,12,40,12,40,12
2311,3,244,ARE,3,BOG,11,5,245,1,198,1,8,2,11,11,U,5,0,80,0,71
2311,3,244,ARE,3,BOG,11,5,245,1,198,1,8,2,11,11,U,2,0,99,0,79
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,11,U,400,0,57,0,47
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,237,0,291,73,237
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,95,0,116,94,95
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,8,0,9,84,8
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,639,0,786,58,639
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,84,0,103,40,84
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,463,50,570,54,463
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,118,0,145,25,118
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,397,50,491,82,397
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,1176,20,1449,93,1176
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,52,0,64,0,52
2311,3,244,ARE,3,BOG,11,7,827,1,198,1,8,2,11,33,KG,600,0,710,86,600
2311,3,244,ARE,3,BOG,11,7,827,1,104,2,8,2,13,11,U,1,0,269,0,244
2311,3,244,ARE,3,BOG,11,7,827,1,199,2,8,2,13,11,U,1,0,789,0,704
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,1,11,11,U,5500,0,188,33,163
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,1,11,11,U,78300,0,2358,65,2129
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,1,11,82,M2,1937,20,595,0,580
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,1,11,11,U,8,0,361,98,262
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,3000,0,87,46,71
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,64800,0,1970,83,1794
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,676145,0,20956,93,19093
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,22360,0,1995,44,1809
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,60,0,13,55,11
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,12960,0,856,75,746
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,33,KG,802,0,949,40,802
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,33,KG,2080,0,2462,25,2080
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,33,KG,1738,0,2056,17,1738
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,33,KG,375,0,445,53,375
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,33,KG,684,0,809,56,684
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,41,33,KG,688,0,759,0,688
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,2,0,0,55,0
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,8,0,2,21,1
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,68,0,18,86,16
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,31,0,8,60,7
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,26,0,7,20,6
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,120,0,504,0,454
2311,3,244,ARE,3,BOG,11,8,618,1,198,1,8,2,11,11,U,2,0,0,55,0
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,324,0,383,37,324
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,1280,0,1392,49,1280
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,1,0,1,8,1
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,3084,0,3611,33,3084
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,57,50,67,67,57
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,1356,50,1607,3,1356
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,50,0,60,78,50
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,1530,0,1832,0,1530
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,2103,60,2557,19,2103
2311,3,244,ARE,3,BOG,11,9,149,1,198,1,8,2,11,33,KG,471,0,557,91,471
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,6,1,11,11,U,9050,0,789,81,775
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,6,1,11,11,U,2160,0,63,18,62
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,8,1,11,11,U,1925,0,125,0,106
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,8,2,11,11,U,12400,0,296,8,265
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,8,2,11,11,U,111520,0,6359,18,5649
2311,3,244,ARE,3,BOG,11,9,169,1,198,1,8,2,11,11,U,2244,0,854,73,765
2311,3,244,ARE,3,BOG,11,9,169,1,199,1,8,2,11,11,U,231,0,30,34,30
2311,3,244,ARE,3,BOG,11,9,169,1,199,1,8,2,11,11,U,61,0,22,25,22
2311,3,244,ARE,3,BOG,11,9,169,1,104,2,8,2,13,11,U,6,0,1,0,0
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,1,11,11,U,1050,0,26,98,24
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,1,11,11,U,15525,0,453,1,403
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,1,11,11,U,420,0,78,0,64
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,2,11,11,U,14900,0,491,0,449
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,2,11,11,U,1600,0,64,0,54
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,2,11,33,KG,60,0,73,5,60
2311,3,244,ARE,3,BOG,11,9,249,1,198,1,8,2,11,33,KG,648,0,788,94,648
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,1293,0,1670,59,1293
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,4000,0,5193,28,4000
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,2,0,2,38,2
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,4180,0,5106,95,4180
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,2,50,3,14,2
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,440,0,536,71,440
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,2460,0,3223,41,2460
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,315,0,388,86,315
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,50,0,62,84,50
2311,3,244,ARE,3,BOG,15,7,827,1,198,1,8,2,15,33,KG,2750,0,3422,60,2750
2311,3,244,ARE,3,BOG,25,3,253,1,198,1,8,1,25,11,U,800,0,24,80,13
2311,3,244,ARE,3,BOG,25,3,253,1,198,1,8,1,25,11,U,32800,0,1017,19,533
2311,3,244,ARE,3,BOG,25,3,253,1,198,1,8,2,25,11,U,5075,0,424,0,196
2311,3,244,ARE,3,BOG,25,3,253,1,198,1,8,2,25,11,U,77750,0,2266,0,740
2311,3,244,ARE,3,BOG,25,3,253,1,198,2,8,2,25,11,U,350,0,13,0,5
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,48525,0,2963,27,2648
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,3885,0,1038,48,928
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,7482,0,4974,23,4445
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,190,0,158,90,142
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,768,0,376,0,336
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,116880,0,7243,49,6512
2311,3,244,ARE,3,BOG,25,3,573,1,198,1,8,1,25,11,U,200,0,99,59,89
2311,3,244,ARE,3,BOG,25,7,827,1,198,1,8,1,25,11,U,375,0,14,92,13
2311,3,244,ARE,3,BOG,25,7,827,1,198,1,8,1,25,11,U,120,0,9,18,8
2311,3,244,ARE,3,BOG,25,7,827,1,198,1,8,1,25,11,U,12,0,6,88,6
2311,3,244,ARE,3,BOG,25,7,827,1,198,1,8,2,25,11,U,180,0,14,99,13
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,5,1,25,11,U,1600,0,11,0,10
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,5,1,25,11,U,62400,0,420,75,382
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,6,1,11,11,U,29400,0,786,0,770
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,1,25,11,U,32550,0,1032,81,965
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,1,25,11,U,221700,0,8432,6,7305
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,1,25,11,U,680,0,119,22,79
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,1,25,11,U,10225,0,664,6,315
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,1,25,11,U,10,0,2,79,2
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,11,U,32775,0,1432,3,1153
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,11,U,1750,0,50,94,16
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,11,U,5006,0,151,3,54
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,11,U,3875,0,172,62,156
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,572,0,588,0,572
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,90,0,106,29,90
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,12,0,14,17,12
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,105,0,124,1,105
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,200,0,236,21,200
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,1500,0,1784,98,1500
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,40,0,47,24,40
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,30,0,35,43,30
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,1125,0,1328,73,1125
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,525,60,620,78,525
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,20,0,23,62,20
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,25,33,KG,27,50,32,48,27
2311,3,244,ARE,3,BOG,25,8,618,1,198,1,8,2,11,33,KG,87,0,98,0,87
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,447,0,546,61,447
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,556,0,692,65,556
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,2499,0,2839,74,2499
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,125,0,152,85,125
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,2794,0,3293,92,2794
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,25,0,28,40,25
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,70,0,85,59,70
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,250,0,322,65,250
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,2465,0,2923,87,2465
2311,3,244,ARE,3,BOG,25,9,149,1,198,1,8,2,25,33,KG,1190,85,1521,59,1190
2311,3,244,ARE,3,BOG,25,9,169,1,198,1,8,2,25,11,U,4674,0,293,22,244
2311,3,244,ARE,3,BOG,25,9,169,1,198,1,8,2,25,11,U,105,0,23,87,21
2311,3,244,ARE,3,BOG,25,9,169,1,198,1,8,2,25,11,U,541,0,321,70,283
2311,3,244,ARE,3,BOG,25,9,169,1,198,1,8,2,25,11,U,19230,0,1157,23,1018
2311,3,244,ARE,3,BOG,25,9,169,1,198,1,8,2,25,11,U,1196,0,165,94,146
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,5,1,25,11,U,18700,0,502,96,182
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,5,2,25,11,U,4750,0,246,28,87
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,6,1,11,11,U,1050,0,35,0,33
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,1,25,11,U,24000,0,767,74,691
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,1,25,11,U,267521,0,8727,57,7848
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,1,25,11,U,2200,0,106,7,44
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,1,25,11,U,600,0,28,92,12
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,1,25,11,U,88,0,29,67,26
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,11,U,33716,0,3667,96,3112
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,11,U,17450,0,443,0,152
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,11,U,94400,0,3079,3,2732
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,11,U,75,0,27,0,22
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,200,0,231,20,200
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,12,0,13,46,12
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,150,0,187,49,150
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,17,50,19,63,17
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,292,50,429,27,292
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,1903,0,2268,6,1903
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,87,50,98,18,87
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,54,0,65,53,54
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,22,70,25,47,22
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,386,0,463,13,386
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,812,50,1012,45,812
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,303,60,385,86,303
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,86,0,96,49,86
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,40,0,44,88,40
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,486,0,644,88,486
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,75,0,81,0,75
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,260,0,304,83,260
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,80,0,93,79,80
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,25,0,29,31,25
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,60,0,70,34,60
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,6,0,7,3,6
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,28,79,33,75,28
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,59,60,69,87,59
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,37,82,44,34,37
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,33,0,38,69,33
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,9,62,11,27,9
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,52,70,61,78,52
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,4,32,5,6,4
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,48,39,56,73,48
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,20,49,24,2,20
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,48,12,56,41,48
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,4,20,4,92,4
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,9,62,11,27,9
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,8,64,10,13,8
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,14,78,17,32,14
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,3,19,3,74,3
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,7,92,9,28,7
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,33,KG,1,86,2,18,1
2311,3,244,ARE,3,BOG,25,9,249,1,198,1,8,2,25,61,L,15,84,18,57,15
2311,3,244,ARE,3,BOG,25,9,249,1,198,2,8,2,25,33,KG,10,0,10,0,10
2311,3,244,ARE,3,BOG,66,3,573,1,198,1,8,2,66,11,U,200,0,7,0,6
2311,3,244,ARE,3,BOG,66,8,618,1,2,2,8,2,11,33,KG,1,0,1,10,1
2311,3,244,ARE,3,BOG,66,8,618,1,2,2,8,2,66,33,KG,2,0,2,20,2
2311,3,244,ARE,3,BOG,66,8,618,1,198,2,8,2,66,33,KG,8,0,8,80,8
2311,3,245,ESP,3,BOG,5,3,253,1,198,1,8,2,5,11,U,250,0,37,0,35
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,6,2,5,11,U,5978,0,971,0,929
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,1,5,11,U,57530,0,4156,64,3738
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,1,5,11,U,21150,0,1127,56,1014
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,1,5,11,U,6870,0,434,79,391
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,2,5,11,U,2850,0,79,98,72
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,2,5,11,U,9500,0,277,73,250
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,2,5,11,U,40000,0,1167,60,1051
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,2,5,11,U,35604,0,6695,0,5791
2311,3,245,ESP,3,BOG,5,5,245,1,198,1,8,2,5,33,KG,6,0,6,66,6
2311,3,245,ESP,3,BOG,5,5,245,1,198,2,8,2,5,11,U,180,0,12,38,10
2311,3,245,ESP,3,BOG,5,5,245,1,198,2,8,2,5,11,U,186,0,22,66,18
2311,3,245,ESP,3,BOG,5,5,245,1,198,2,8,2,5,33,KG,4,0,4,95,4
2311,3,245,ESP,3,BOG,5,9,149,1,198,1,8,2,5,11,U,1032,0,92,99,83
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,9,0,4,27,4
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,6,0,2,77,2
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,1,0,0,17,0
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,2,0,0,83,0
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,52,0,18,95,18
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,19,2U,11,0,1,11,1
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,19,2U,6,0,1,49,1
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,29,0,3,2,2
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,11,0,8,43,8
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,2,0,0,91,0
2311,3,245,ESP,3,BOG,5,9,169,1,198,1,8,2,5,11,U,3,0,0,19,0
2311,3,245,ESP,3,BOG,5,9,169,1,107,2,8,2,5,33,KG,0,17,0,18,0
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,6,2,5,11,U,200,0,5,0,4
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,6,2,5,11,U,36,0,5,90,5
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,6,2,5,11,U,3220,0,555,29,514
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,6,2,5,11,U,200,0,11,80,11
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,8,2,5,11,U,6069,0,280,88,252
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,8,2,5,11,U,2000,0,126,0,113
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,8,2,5,11,U,29800,0,1122,2,1009
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,8,2,5,11,U,60925,0,9736,60,8229
2311,3,245,ESP,3,BOG,5,9,249,1,198,1,8,2,5,11,U,9872,0,260,48,234
2311,3,245,ESP,3,BOG,5,9,249,1,198,2,8,2,5,11,U,450,0,15,7,4
2311,3,245,ESP,3,BOG,5,9,249,1,198,2,8,2,5,11,U,300,0,15,7,4
2311,3,245,ESP,3,BOG,5,9,249,1,198,2,8,2,5,11,U,140,0,15,7,4
2311,3,245,ESP,3,BOG,5,9,249,1,198,2,8,2,5,11,U,165,0,6,76,3
2311,3,245,ESP,3,BOG,11,1,211,1,198,1,6,1,11,11,U,11900,0,370,7,360
2311,3,245,ESP,3,BOG,11,1,211,1,198,1,6,1,11,11,U,97020,0,3191,92,3108
2311,3,245,ESP,3,BOG,11,1,211,1,198,1,8,2,11,11,U,4500,0,357,0,337
2311,3,245,ESP,3,BOG,11,3,23,1,4,1,8,2,11,11,U,1,0,217,0,210
2311,3,245,ESP,3,BOG,11,3,23,1,198,1,6,1,11,11,U,12,0,259,0,192
2311,3,245,ESP,3,BOG,11,3,23,1,104,2,8,2,11,11,U,4,0,61,0,45
2311,3,245,ESP,3,BOG,11,3,23,1,198,2,8,2,11,11,U,1,0,23,0,10
2311,3,245,ESP,3,BOG,11,3,23,1,198,2,8,2,11,11,U,5,0,73,0,50
2311,3,245,ESP,3,BOG,11,3,253,1,198,1,8,2,11,11,U,7000,0,330,0,320
2311,3,245,ESP,3,BOG,11,3,573,1,2,2,8,2,11,11,U,2,0,311,0,235
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,1,11,11,U,836478,0,57690,7,55151
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,1,11,11,U,99450,0,3294,14,3169
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,1,11,11,U,523120,0,12676,30,11942
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,1,11,11,U,64180,0,4527,25,4236
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,1,11,11,U,400,0,19,64,18
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,2,11,11,U,393004,0,21721,15,20415
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,2,11,11,U,37180,0,1130,39,1059
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,2,11,11,U,844640,0,27277,36,25380
2311,3,245,ESP,3,BOG,11,5,245,1,198,1,6,2,11,11,U,88800,0,3524,5,3238
